location_id,region,lat,lon,urban_level,population,wealth_index,vegetation_index,elevation_proxy_id
0,Luzon,14.6155,117.9975,0.35603048291206857,2809,0.3297981708797345,0.023720458086815555,0
1,Mindanao,5.7046,124.2509,0.4650932210269293,759,0.322492396651541,0.04057530337298487,1
2,Mindanao,6.9065,126.0599,0.6156508053742704,1207,0.3297574558827007,0.6392700453411186,2
3,Visayas,9.0963,123.8632,0.5382831537022277,848,0.3119112787382089,0.6529056036042618,3
4,Luzon,17.3406,120.5569,0.41080873500227877,4207,0.5111257623217836,0.42279376986238126,4
5,Luzon,18.2025,120.3742,0.18401737818925182,497,0.1589167609101761,1.0,5
6,Luzon,18.4947,117.9959,0.05547099553434935,464,0.09348082679953779,0.19162041891859005,6
7,Mindanao,7.0128,120.0986,0.006100770349830691,15305,1.0,1.0,7
8,Visayas,9.0209,121.4408,0.3703024599280723,3265,0.37683384371204354,0.5698908450745125,8
9,Mindanao,5.4032,121.8215,0.061827025443391075,503,0.06979972105103942,1.0,9
10,Luzon,13.2393,116.1711,0.1712758206019892,9641,0.6752703886603265,0.6808769194934312,10
11,Mindanao,8.6372,120.0576,0.10098665799032111,1089,0.1007220489856809,0.22314815135887744,11
12,Mindanao,7.9443,121.065,0.08929958033987578,1314,0.09947283626340939,0.7682030721218324,12
13,Luzon,18.3856,121.3568,0.3573492694123671,2713,0.3425522289898197,0.3684719002306109,13
14,Luzon,16.5773,120.0334,0.46746187336228656,643,0.2729269156009813,0.9321985054642359,14
15,Luzon,12.0374,121.9092,0.6183800012215772,7393,0.765070133625988,0.4033261999285405,15
16,Luzon,18.1448,121.3706,0.23744662008334974,1540,0.2622671819638143,0.906063943515482,16
17,Visayas,10.9777,122.0687,0.408432568242417,161,0.17702347244930772,0.7265949982768155,17
18,Luzon,18.2555,117.7491,0.07030622395505444,3857,0.30154107834141314,0.9982836463201217,18
19,Luzon,15.939,116.5984,0.011571237501072584,16321,1.0,0.8010174646572266,19
20,Visayas,11.7659,120.8446,0.7363533703146635,12829,1.0,0.5697963161443815,20
21,Luzon,13.5743,119.3488,0.6112676101153675,632,0.3091850404434995,0.10998985510278347,21
22,Luzon,17.3487,119.7161,0.2160782850134817,6185,0.5582041514820247,0.6602041250064031,22
23,Luzon,13.6249,116.0057,0.07414222975195356,1645,0.14439478042139128,1.0,23
24,Luzon,17.3001,121.9112,0.37371240426460695,4442,0.46745118935404234,0.1596416485470321,24
25,Mindanao,8.2397,123.2214,0.6273173699119842,552,0.3653310772289587,0.6601317844987676,25
26,Luzon,18.3264,118.4591,0.0,1205,0.0757906386634871,1.0,26
27,Visayas,10.5748,122.8628,0.8018879989191651,914,0.4799663252652311,0.0,27
28,Visayas,10.3429,124.6511,0.7354693830011705,319,0.41737479002767724,0.16641434991780585,28
29,Luzon,15.6874,117.9003,0.18684500405360363,820,0.14213215163695705,0.3534515509015615,29
30,Visayas,9.7745,120.2265,0.17507123972641547,3392,0.31161027087188775,0.4616819828407389,30
31,Luzon,16.0824,117.3798,0.21163861767759384,703,0.11608455089228824,0.8559347952019527,31
32,Luzon,13.0369,119.923,0.719644596208822,3029,0.5910310781119853,0.0,32
33,Mindanao,7.7248,125.2651,0.5560720074766354,5178,0.6261410662047842,0.0,33
34,Mindanao,7.0143,126.2584,0.35745043696124035,14125,1.0,0.8528830741638825,34
35,Mindanao,8.7454,125.6516,0.5233741160034204,25234,1.0,0.8731864163449456,35
36,Luzon,16.4492,117.8223,0.20638957467562266,6707,0.49610393181273954,0.3316093410562573,36
37,Luzon,18.8806,117.6448,0.06272809045187588,786,0.05989725704494819,1.0,37
38,Visayas,9.608,122.6529,0.3072020385172119,4918,0.4117591955125565,0.3243583519204304,38
39,Luzon,12.3979,121.871,0.7339625595348982,7230,0.8408115468084892,0.41134717153629696,39
40,Luzon,16.119,119.3417,0.45798349663475535,1103,0.33749759400990054,0.39933965140970984,40
41,Luzon,16.5906,118.9821,0.2448083894214994,12638,0.9319917875628879,1.0,41
42,Luzon,12.2244,119.6739,0.3749246049422619,1669,0.35297879318700975,0.46188947919364887,42
43,Mindanao,7.8647,122.9172,0.4501627177136862,3010,0.39558704765191155,0.5195665628420578,43
44,Luzon,17.3011,117.362,0.06753154026926056,11040,0.7153282341775468,0.6858705900957104,44
45,Visayas,9.6638,120.9685,0.03361833022019681,1589,0.08695696742950867,1.0,45
46,Luzon,14.604,121.0821,1.0,1840,0.640458952113299,0.0,46
47,Visayas,11.4837,122.2969,0.682149303269684,8930,0.9292622379089525,0.0,47
48,Visayas,10.7674,124.3249,0.7019936890140468,5368,0.7298638621189721,0.2418498198641566,48
49,Luzon,13.6884,117.0088,0.0,201,0.0494616882139251,1.0,49
50,Mindanao,8.8884,124.3229,0.6526347489533832,579,0.3341891783841412,0.4621472165538684,50
51,Mindanao,8.9257,122.3643,0.4493977203981274,2042,0.3768248483386565,0.6589625771999917,51
52,Mindanao,7.8121,121.5582,0.2807899652871276,2361,0.2544266762717354,0.12866296215176587,52
53,Mindanao,6.0448,123.5833,0.4313572399206677,1240,0.26884610497493067,0.22797201091254005,53
54,Visayas,9.9589,121.0057,0.5383402404188713,38292,1.0,0.5246325047606714,54
55,Mindanao,6.0515,120.2502,0.03920319180755492,9675,0.6927640295508809,0.8925600073123174,55
56,Luzon,16.931,118.9527,0.2350404822078007,155,0.11410986417120429,0.7873393967900926,56
57,Luzon,12.6597,117.0302,0.16297315030546194,13776,1.0,0.4700838409623108,57
58,Luzon,12.7177,119.6756,0.44797075957344007,841,0.26814575680367386,0.04211046206534286,58
59,Luzon,12.6595,120.5257,0.715474940001271,2664,0.6181134788359847,0.25691874065581743,59
60,Luzon,12.1436,117.4963,0.318509401155888,443,0.19176165870323442,0.624088378924762,60
61,Luzon,18.2347,120.3112,0.15014180586540696,10654,0.7848940260431895,1.0,61
62,Mindanao,5.2919,125.7479,0.28518420300132363,3856,0.37106261870508184,1.0,62
63,Luzon,15.4512,121.0807,0.7817982355613464,15055,1.0,0.45574042615338495,63
64,Luzon,16.2052,120.091,0.6694177630404554,3700,0.5909767010799024,0.18167410077748766,64
65,Visayas,11.9805,121.394,0.46128902917226783,1957,0.35377628090668367,0.5905518803100206,65
66,Luzon,16.3676,118.7619,0.2517178140169959,1091,0.18017651380708974,0.6372773236323226,66
67,Mindanao,5.1578,120.1013,0.0,387,0.044498939580941504,1.0,67
68,Luzon,12.8346,119.8946,0.7227808566248414,2164,0.4909632314970988,0.556003182759449,68
69,Mindanao,7.2687,123.874,0.5178451942930868,3524,0.5214897622203754,0.5560120812803472,69
70,Mindanao,5.1274,123.2851,0.3139077070425939,236,0.1537611199001932,0.7509982676173417,70
71,Luzon,18.4724,118.3856,0.08692581628265866,8079,0.5627445529597385,0.782412514213906,71
72,Luzon,16.3745,120.6789,0.6223727884083936,3427,0.5635657421840822,0.24623263064630627,72
73,Mindanao,8.1357,123.635,0.6652191134795629,2204,0.4984998514385152,0.25964683405441846,73
74,Mindanao,8.4318,122.7396,0.5418899884092988,767,0.3651972340053666,0.42172776182363664,74
75,Mindanao,8.5548,121.6816,0.4075996566789921,666,0.22109998529101668,0.72118771628269,75
76,Mindanao,6.1209,120.3718,0.0,1904,0.12982731960744817,0.9298624161307183,76
77,Luzon,17.5691,118.5023,0.15393337375063323,2306,0.25769992887083104,0.7995702024241191,77
78,Luzon,13.6038,117.3907,0.05822165331303375,236,0.08426685234103534,0.9361190543064593,78
79,Luzon,18.3098,121.0035,0.20340458593039062,43830,1.0,0.4335808146137695,79
80,Mindanao,7.2141,124.3128,0.3149596701125986,902,0.21499937223889184,0.4465551565147674,80
81,Visayas,10.423,122.35,0.46772949336807884,10754,0.9658701039945785,0.7562672088358321,81
82,Luzon,18.4083,116.7537,0.0,1623,0.06704720459604153,1.0,82
83,Luzon,14.9291,118.0674,0.33532263954657315,5924,0.6367833890148679,0.7650851182649321,83
84,Luzon,15.4871,118.7458,0.5836780634863127,2334,0.4586610670107973,0.020879856181512113,84
85,Luzon,15.6322,116.8395,0.0,2078,0.1338655201139856,1.0,85
86,Mindanao,7.0526,121.6969,0.24782761587813645,3237,0.36285077227106394,0.4629665620602894,86
87,Visayas,9.553,120.389,0.20094326181478117,1451,0.19663831240907992,0.8779719285764325,87
88,Mindanao,8.0506,122.9921,0.5226888361094785,12525,1.0,0.05950489906533052,88
89,Luzon,16.3865,120.3656,0.6115324065072901,540,0.4069828837737778,0.0,89
90,Luzon,16.7552,118.823,0.3815675744315616,2262,0.32370140219252846,1.0,90
91,Mindanao,6.5516,122.6317,0.22653605575884425,1077,0.18929982093241446,0.9231626339137815,91
92,Mindanao,7.5602,123.4636,0.4162908183185254,5821,0.5954466466651533,0.716729995315537,92
93,Visayas,11.5474,125.2482,0.4478267333471411,206,0.18184040519913752,0.502180672088012,93
94,Mindanao,5.6822,120.9536,0.05160362660243139,15614,1.0,0.8176237014411927,94
95,Luzon,16.4128,117.8074,0.08181306936546881,829,0.09681955116627046,0.9065743479978168,95
96,Visayas,9.0557,125.3319,0.44887669503292843,6388,0.6723006514544503,0.13717851321175661,96
97,Luzon,13.5883,121.5757,0.9900532705376577,194,0.4689928395945029,0.36638372809097,97
98,Luzon,17.022,120.5759,0.39469236030188315,1163,0.3137716156479324,0.22323965942647123,98
99,Luzon,13.4102,117.4052,0.0,1742,0.11685654625222408,0.9032464571532035,99
100,Luzon,15.6489,117.0326,0.13369927929325343,2852,0.20939925736262247,1.0,100
101,Visayas,9.9163,121.9288,0.4384231402088679,4727,0.49139146376858844,0.6533802246616459,101
102,Luzon,13.1174,117.2311,0.0,38910,1.0,1.0,102
103,Visayas,11.3657,121.0032,0.391178376136926,1718,0.29476338810592423,1.0,103
104,Mindanao,5.1138,124.4055,0.37236436631559117,6892,0.6187869204504916,0.8113521081766636,104
105,Luzon,18.8319,117.9873,0.0,1493,0.10995655657743353,1.0,105
106,Luzon,12.8306,119.4223,0.46264660580641903,4311,0.5317912200729247,0.068662496226297,106
107,Mindanao,8.6254,125.4884,0.7259066019396506,455,0.40069474146521966,0.2539211264310399,107
108,Luzon,16.3576,117.8903,0.04986488829931565,4062,0.25599945784819267,0.9330263129979672,108
109,Luzon,15.7932,116.5475,0.25293282170157716,851,0.18024588510047312,0.9195820877765664,109
110,Luzon,16.7526,120.3506,0.6183095789105725,362,0.33797032876697386,0.14252075695178856,110
111,Luzon,18.7552,117.5624,0.19747214201322597,2683,0.2400961709177154,1.0,111
112,Mindanao,5.0738,123.8193,0.2188090269244735,3440,0.3523612731350015,1.0,112
113,Mindanao,7.8272,125.5329,0.8202902872420343,1742,0.5333340425769739,0.0,113
114,Visayas,9.5812,121.5705,0.36992401866183494,4738,0.449800411301687,0.6406926868923667,114
115,Mindanao,7.0504,122.3142,0.21892004356001998,27197,1.0,0.7271864711160066,115
116,Mindanao,8.442,123.3163,0.47316215839041853,757,0.28472123319754056,0.401507504079413,116
117,Luzon,17.5971,119.4837,0.2701651125652031,8755,0.7405641331822451,0.14479757591562403,117
118,Mindanao,8.0924,122.3287,0.2927515348637601,1352,0.15376928011754093,0.924498445374038,118
119,Visayas,11.4942,121.6474,0.48542573068213113,4639,0.5853971554093915,0.42678037348299186,119
120,Mindanao,7.1844,121.498,0.16243375336687993,2796,0.25680365110373143,0.968093941566159,120
121,Mindanao,6.9021,122.2272,0.3945642583864273,18660,1.0,0.7439355778413294,121
122,Luzon,13.8669,121.8019,1.0,2481,0.5903346450657185,0.027492628213090065,122
123,Luzon,13.1205,120.724,0.8983664648192571,2886,0.6128474698581511,0.25843256809839316,123
124,Luzon,18.8892,116.1194,0.0005317526324575385,10387,0.7106827914835183,1.0,124
125,Luzon,16.8932,117.5175,0.122159669004683,5201,0.43934969975543753,1.0,125
126,Mindanao,5.162,122.8202,0.28429471147784546,6561,0.6195941865336883,1.0,126
127,Mindanao,8.7409,120.0824,0.1422222975168333,14016,1.0,0.8546215654777503,127
128,Luzon,16.1152,119.0084,0.19098726100448965,3881,0.35339168175544666,0.868601124589801,128
129,Visayas,11.6202,120.504,0.6800642883989505,19479,1.0,0.39264142491339615,129
130,Luzon,16.7707,120.0807,0.49667317813447653,536,0.32390630748219323,0.8578332450388764,130
131,Luzon,16.6836,121.654,0.5580822732802403,2111,0.4526332913682307,0.6372144175448256,131
132,Luzon,17.7616,116.2518,0.03709502471501445,3166,0.2164158936083629,0.9318990290837165,132
133,Luzon,15.2976,118.3877,0.4080666295939135,1056,0.2966860732286406,0.0,133
134,Mindanao,6.2406,123.1594,0.2679303871333927,7153,0.6107300592199638,0.3938064401185353,134
135,Luzon,14.6894,118.594,0.3363514402833889,3902,0.47030572482624444,0.8840174203260662,135
136,Visayas,11.9378,120.5318,0.38013899226086545,229,0.19034981282629593,0.4557274976489219,136
137,Mindanao,8.6889,123.3617,0.7910583363428954,14480,1.0,0.5168466260563522,137
138,Luzon,16.3662,120.9811,0.6071048009297956,9972,0.9996844043248646,0.37812895189243795,138
139,Mindanao,6.4419,123.013,0.4004299023218293,3937,0.43563335533187286,0.5903776868975704,139
140,Mindanao,6.6381,122.6231,0.2811176632674578,5099,0.46535786328318707,0.48409081022461486,140
141,Luzon,18.4787,120.9736,0.0,751,0.10671009131070343,0.7878363320249011,141
142,Luzon,12.763,116.6487,0.0,1024,0.08955665754527821,1.0,142
143,Luzon,14.9951,116.5919,0.005701978123806059,133,0.05608170512667041,0.7781466394814861,143
144,Luzon,16.3337,116.8621,0.15238432165524413,1287,0.14456741467682632,1.0,144
145,Luzon,15.6566,116.0433,0.014950895172172352,2895,0.17572958345622774,0.9452940675536476,145
146,Visayas,9.9498,124.0631,0.8171576206412998,7409,0.9081490538738586,0.1695789045403677,146
147,Visayas,10.4521,125.8696,0.4673981494346062,632,0.2606242076189531,0.4840939058044089,147
148,Luzon,18.1187,118.1544,0.13956269388432901,11096,0.7352119459271449,0.709387227822538,148
149,Luzon,12.3184,121.0738,0.5488275199541931,3519,0.5488232754707133,0.479448934732089,149
