elevation_proxy_id,location_id,elevation,distance_to_water,slope,flood_susceptibility
0,0,503.66593779396317,751.3055876728379,9.468826067883413,0.5853298135719895
1,1,2213.0557945102673,227.39253344725512,19.669197263089632,0.5753423533671436
2,2,2565.32517205451,973.7934656056807,25.457299393937806,0.47822502549838664
3,3,1939.016128724224,20.710683684967922,17.86459553169462,0.5767462611927886
4,4,803.7685726753497,1908.951027107999,13.702482018656179,0.46074728487815314
5,5,718.1963799887147,727.3677166660614,37.78145205953659,0.5383844035796843
6,6,1018.3972417290578,643.1992633220957,28.53664006898444,0.6029591106969092
7,7,1757.3375008356036,2499.285701861591,18.046558610097126,0.43179911951989725
8,8,1781.8667181160142,288.38936121223713,17.18342250900461,0.5933558666631977
9,9,1833.4333810265998,255.299292397765,30.690467075560576,0.5539595878773499
10,10,370.6954877326738,13.907910547997806,12.35841921700428,0.6709079970569906
11,11,1925.1218760880274,72.85771694497673,14.880854492324895,0.6308579617846845
12,12,2161.674726872135,179.33266153030903,23.671863760182408,0.6293842224632448
13,13,1423.4269484601712,609.2273076046257,33.477925903577045,0.5495151200413726
14,14,414.7479943467064,1554.7858700692086,23.221996944784085,0.5864662670393909
15,15,224.16237116906285,169.37163087456878,12.472547101323567,0.7377459257400553
16,16,1422.51483079791,224.04873312419886,10.060509730363794,0.6240344429456479
17,17,2089.630661308006,572.115503478339,45.0,0.481483883439591
18,18,1189.1913057753904,3251.124816494725,24.87839076828007,0.3859667469679075
19,19,1445.6079949578336,4134.869946620214,26.397283764631783,0.25344624339491756
20,20,2051.454704372854,1975.3612634074564,32.20492242616548,0.434446793165978
21,21,13.235517423328297,6.305029343067542,20.084131332413282,0.6280568785158063
22,22,226.18271934709816,887.2925460078728,18.16846266892939,0.617287029438008
23,23,603.6107779868424,187.968694159511,4.143612368905563,0.6422452649620268
24,24,1638.8064634086766,2046.556815730078,20.32951578024552,0.46818220976721414
25,25,2637.783167933697,737.2981338773467,25.600203421114134,0.5138697764663654
